district_name,real_estate_area,real_estate_age,total_rooms,price,price_per_meter,real_estate_agencey,floor,elevator,parking,warehouse,units_per_floor,document,building_direction,unit_status,facilities
جیحون,۴۸,۱۳۸۲,۱,۲٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۴۷٬۹۱۷٬۰۰۰ تومان,اپلاک,۱,,,True,,,,,
مجیدیه,,,,۴۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۴۵٬۹۱۸٬۰۰۰ تومان,,,,,,,,,,
بریانک,۴۰,۱۳۸۲,۱,۱٬۶۷۰٬۰۰۰٬۰۰۰ تومان,۴۱٬۷۵۰٬۰۰۰ تومان,گروه مشاورین املاک مسیحا,۲ از ۳,,,,۱,تک‌برگ,جنوبی,بازسازی شده,"آسانسور ندارد,پارکینگ ندارد,انباری ندارد,بالکن ندارد,جنس کف سرامیک,سرویس بهداشتی ایرانی,سرمایش کولر آبی,گرمایش بخاری"
سازمان برنامه,۶۲,۱۴۰۱,۲,۷٬۸۷۴٬۰۰۰٬۰۰۰ تومان,۱۲۷٬۰۰۰٬۰۰۰ تومان,,۱ از ۵,True,True,True,۴,تک‌برگ,شمالی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
دهکده المپیک,۱۵۰,۱۳۹۸,۳,۲۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۳۳٬۳۳۳٬۰۰۰ تومان,,۷,True,True,True,,,,,
تهران‌سر,۴۷,۱۳۹۸,۱,۹۰۰٬۰۰۰٬۰۰۰ تومان,۱۹٬۱۴۹٬۰۰۰ تومان,,۱,True,True,True,,تک‌برگ,,,"آسانسور,پارکینگ"
شهران جنوبی,۴۴,۱۳۸۷,۱,۳٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۸۶٬۳۶۴٬۰۰۰ تومان,پایتخت سازمان برنامه,۴ از ۴,,,True,۱,تک‌برگ,جنوبی,بازسازی شده,"آسانسور ندارد,پارکینگ ندارد,انباری,بالکن ندارد,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
باغ فیض,۱۴۰,۱۴۰۰,۳,۱۵٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۱۱۰٬۰۰۰٬۰۰۰ تومان,,۶,True,True,True,,,,,
استاد معین,۹۲,۱۳۹۸,۲,۶٬۱۰۰٬۰۰۰٬۰۰۰ تومان,۶۶٬۳۰۴٬۰۰۰ تومان,املاک شاران,۳ از ۵,True,True,True,۲,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
جنت‌آباد جنوبی,۱۰۸,۱۴۰۲,۲,۱۲٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۱۱۴٬۸۱۵٬۰۰۰ تومان,اویم,۳ از ۴,True,True,True,۱,تک‌برگ,شمالی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش شوفاژ"
دهکده المپیک,۷۲,۱۳۸۳,۲,۴٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۶۳٬۸۸۹٬۰۰۰ تومان,املاک الماس,۴,,,True,,تک‌برگ,,بازسازی شده,"آسانسور ندارد,پارکینگ ندارد,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی,سرمایش کولر آبی,گرمایش بخاری"
اندیشه (شهر زیبا),۵۸,۱۳۹۵,۲,۱٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۲۷٬۵۸۶٬۰۰۰ تومان,آپادانا,۱,True,True,True,,,,,
مسعودیه,۴۴,۱۳۸۴,۱,۱٬۷۳۰٬۰۰۰٬۰۰۰ تومان,۳۹٬۳۱۸٬۰۰۰ تومان,,۳ از ۳,,,True,۱,تک‌برگ,جنوبی,بازسازی شده,"آسانسور ندارد,پارکینگ ندارد,انباری,بالکن ندارد,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش بخاری"
مسعودیه,۴۹,۱۳۸۴,۱,۱٬۷۰۰٬۰۰۰٬۰۰۰ تومان,۳۴٬۶۹۴٬۰۰۰ تومان,,۴ از ۴,,,True,۲,تک‌برگ,جنوبی,بازسازی شده,"آسانسور ندارد,پارکینگ ندارد,انباری,بالکن ندارد,جنس کف سرامیک,سرویس بهداشتی ایرانی,سرمایش کولر آبی,گرمایش بخاری"
مسعودیه,۵۰,۱۳۸۲,۱,۱٬۹۵۰٬۰۰۰٬۰۰۰ تومان,۳۹٬۰۰۰٬۰۰۰ تومان,,۳ از ۳,,,True,۲,تک‌برگ,جنوبی,بازسازی شده,"آسانسور ندارد,پارکینگ ندارد,انباری,بالکن ندارد,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش بخاری"
میرداماد,۷۰,۱۴۰۱,۲,۱۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۸۵٬۷۱۴٬۰۰۰ تومان,گروه مشاورین رایزن سازه خانه شما,۶,True,True,,,تک‌برگ,جنوبی,بازسازی نشده,"آسانسور,پارکینگ,انباری ندارد"
مهرآباد جنوبی,۴۵,۱۳۹۱,۱,۲٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۵۵٬۵۵۶٬۰۰۰ تومان,امـلاک بـزرگ امیـــــران شعبه مرکزی,۲ از ۴,True,,,۲,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ ندارد,انباری ندارد,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی,سرمایش کولر آبی,گرمایش شوفاژ"
جیحون,۹۰,۱۴۰۲,۲,۵٬۶۵۰٬۰۰۰٬۰۰۰ تومان,۶۲٬۷۷۸٬۰۰۰ تومان,املاک شاران,۴ از ۴,True,True,True,۱,تک‌برگ,شمالی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
سرو آزاد,۱۲۰,۱۴۰۲,۲,۶٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۵۷٬۵۰۰٬۰۰۰ تومان,املاک امیران,۱۹,True,True,True,,,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,گرمایش شوفاژ"
مجیدیه,۱۰۰,۱۴۰۲,۲,۷٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۷۹٬۰۰۰٬۰۰۰ تومان,,۴,True,True,True,,,,,
جنت‌آباد جنوبی,۸۰,۱۳۸۵,۲,۶٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۸۱٬۲۵۰٬۰۰۰ تومان,املاک بزرگ تاج محل,۳,True,True,True,,,,,
شهرک راه‌آهن,۱۴۵,۱۴۰۲,۳,۱۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۰۳٬۴۴۸٬۰۰۰ تومان,گروه مشاورین املاک نور,۱,True,True,True,,,,,
سعادت‌آباد,۶۶,۱۳۸۶,۱,۷٬۳۵۰٬۰۰۰٬۰۰۰ تومان,۱۱۱٬۳۶۴٬۰۰۰ تومان,املاك امين,۵,True,True,,,,,,
زعفرانیه,۲۸۴,۱۳۸۹,۴,۵۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۷۶٬۰۵۶٬۰۰۰ تومان,دیپلمات زعفرانیه,۶ از ۷,True,True,True,۱,تک‌برگ,شمالی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش فن کوئل,گرمایش فن کوئل"
مسعودیه,۶۰,۱۳۷۹,۲,۱٬۸۵۰٬۰۰۰٬۰۰۰ تومان,۳۰٬۸۳۳٬۰۰۰ تومان,,همکف از ۴,,,True,۱,تک‌برگ,جنوبی,بازسازی شده,"آسانسور ندارد,پارکینگ ندارد,انباری,بالکن ندارد,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
اندیشه (شهر زیبا),۱۰۰,۱۳۹۵,۳,۳٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۳۲٬۰۰۰٬۰۰۰ تومان,,۶ از ۷,True,True,True,۶,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر گازی,گرمایش شوفاژ"
محمودیه,۹۰,۱۳۹۶,۲,۱۲٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۱۴۰٬۰۰۰٬۰۰۰ تومان,,۶,True,,True,,,,,
پاسداران,۱۰۵,۱۴۰۰,۲,۲۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲۰۰٬۰۰۰٬۰۰۰ تومان,شایگان,۵ از ۵,True,True,True,۲,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
آبشار تهران,۸۵,۱۳۸۷,۲,۵٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۶۴٬۷۰۶٬۰۰۰ تومان,شاهان,۲,,True,True,,,,,
دبستان,۸۴,۱۳۷۵,۲,۵٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۶۱٬۹۰۵٬۰۰۰ تومان,,۱ از ۳,,True,True,۲,تک‌برگ,شمالی,بازسازی شده,"آسانسور ندارد,پارکینگ,انباری,بالکن,جنس کف پارکت چوب,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
جنت‌آباد مرکزی,۹۶,۱۳۹۷,۲,۹٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۹۳٬۷۵۰٬۰۰۰ تومان,اویم,۴ از ۵,True,True,True,۲,تک‌برگ,شمالی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر گازی,گرمایش شوفاژ"
تهران‌سر,۹۵,۱۳۹۰,۲,۵٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۶۱٬۰۵۳٬۰۰۰ تومان,رادان,۱ از ۵,True,True,True,۳,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
حسین‌آباد,۱۳۹,۱۳۸۲,۳,۱۵٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۱۱۳٬۶۶۹٬۰۰۰ تومان,,همکف از ۵,True,True,True,۲,منگوله‌دار,شمالی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
ظفر,۹۵,۱۳۹۷,۲,۱۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۲۶٬۳۱۶٬۰۰۰ تومان,,۵,True,True,True,,,,,
میرداماد,۷۵,۱۳۸۸,۱,۹٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۱۲۴٬۰۰۰٬۰۰۰ تومان,گروه مشاورین رایزن سازه خانه شما,۳,True,True,True,,,,,
استاد معین,۵۵,۱۳۹۰,۲,۳٬۲۵۰٬۰۰۰٬۰۰۰ تومان,۵۹٬۰۹۱٬۰۰۰ تومان,مسکن پدیده دامپزشکی,۱ از ۴,True,True,True,۱,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
جردن,۲۲۳,۱۳۸۳,۴,۳۰٬۱۵۰٬۰۰۰٬۰۰۰ تومان,۱۳۵٬۲۰۲٬۰۰۰ تومان,ویرا,۴ از ۵,True,True,True,۲,منگوله‌دار,شمالی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
چیتگر,۱۰۰,۱۴۰۲,۲,۱٬۷۰۰٬۰۰۰٬۰۰۰ تومان,۱۷٬۰۰۰٬۰۰۰ تومان,کارگزاری رسمی پروژه های منطقه,۱۴,True,True,True,,,,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
اندیشه (شهر زیبا),۵۵,۱۳۹۷,۱,۱٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۲۱٬۸۱۸٬۰۰۰ تومان,,۲ از ۴,True,True,True,۲,تک‌برگ,شمالی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی,سرمایش کولر گازی,گرمایش شوفاژ"
نیاوران,۲۴۰,۱۴۰۲,۴,۴۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۸۷٬۵۰۰٬۰۰۰ تومان,,۱۱ از ۲۵,True,True,True,۴,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
سبلان,۶۶,۱۳۹۲,۲,۳٬۲۹۰٬۰۰۰٬۰۰۰ تومان,۴۹٬۸۴۸٬۰۰۰ تومان,گروه بزرگ کوچ,۴,True,,True,,,,,
شهرک محلاتی,,۱۳۷۳,,۴۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲۶۴٬۷۰۶٬۰۰۰ تومان,,,,True,True,,تک‌برگ,شمالی,بازسازی شده,"پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
اباذر,۱۳۰,۱۳۹۰,۳,۱۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۰۰٬۰۰۰٬۰۰۰ تومان,املاک بزرگ آریا,۳,True,True,True,,,,,
دروس,۲۰۷,۱۳۹۶,۳,۴۷٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۲۳۱٬۴۰۱٬۰۰۰ تومان,آراد پاسداران,۷ از ۹,True,True,True,۱,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش شوفاژ"
سهروردی,۵۴,۱۳۸۹,۱,۵٬۶۷۰٬۰۰۰٬۰۰۰ تومان,۱۰۵٬۰۰۰٬۰۰۰ تومان,,۱ از ۵,True,True,,۴,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری ندارد,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
چیتگر,۱۰۰,۱۴۰۲,۲,۲٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۲۹٬۰۰۰٬۰۰۰ تومان,,۶ از ۱۲,True,True,True,۴,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک"
تهران‌نو,۷,۱۳۹۵,۱,۵٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۷۸۵٬۷۱۴٬۰۰۰ تومان,,۴ از ۴,True,True,True,۱,تک‌برگ,شمالی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
ارم,۵۵,۱۳۸۶,۱,۴٬۸۵۰٬۰۰۰٬۰۰۰ تومان,۸۸٬۱۸۲٬۰۰۰ تومان,زیبا,۵ از ۵,True,True,True,۲,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن ندارد,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
نارمک,۶۵,۱۳۸۹,۲,۵٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۸۹٬۲۳۱٬۰۰۰ تومان,,۳,True,True,True,,,,,
مجیدیه,۶۳,۱۳۸۷,۱,۲٬۷۷۲٬۰۰۰٬۰۰۰ تومان,۴۴٬۰۰۰٬۰۰۰ تومان,,۲,,,,,,,,
دریاچه شهدای خلیج فارس,۱۲۰,۱۴۰۲,۳,۳٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۲۶٬۶۶۷٬۰۰۰ تومان,شعبه اصلی فروش تعاونی,۱۶ از ۱۸,True,True,True,۸,سایر,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
نارمک,۵۳,۱۳۸۵,۱,۲٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۴۵٬۲۸۳٬۰۰۰ تومان,,همکف,,,True,,,,,
پونک,۸۵,۱۳۹۵,۲,۹٬۳۵۰٬۰۰۰٬۰۰۰ تومان,۱۱۰٬۰۰۰٬۰۰۰ تومان,کارن,۶ از ۸,True,True,True,۴,تک‌برگ,شمالی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش فن کوئل,گرمایش فن کوئل"
جنت‌آباد جنوبی,۸۸,۱۳۹۶,۲,۹٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۱۰۴٬۵۴۵٬۰۰۰ تومان,اویم,۴ از ۵,True,True,True,۲,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
شهران جنوبی,۶۲,۱۳۸۵,۲,۵٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۸۷٬۰۹۷٬۰۰۰ تومان,مجموعه بزرگ بارمان,همکف از ۴,,True,True,۲,تک‌برگ,جنوبی,بازسازی شده,"آسانسور ندارد,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی"
صادقیه,۵۵,۱۳۹۵,۱,۲٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۴۳٬۶۳۶٬۰۰۰ تومان,,۳ از ۳,,True,True,۲,تک‌برگ,شمالی,بازسازی شده,"آسانسور ندارد,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی,سرمایش کولر آبی,گرمایش شوفاژ"
مبارک‌آباد بهشتی,۸۰,۱۴۰۰,۲,۲٬۳۲۰٬۰۰۰٬۰۰۰ تومان,۲۹٬۰۰۰٬۰۰۰ تومان,املاک جزیره و ساحل تهران،ری،باقرشهر،کهریزک,۳ از ۴,True,True,True,۲,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر گازی,گرمایش شوفاژ"
شهرک شریعتی,۶۱,۱۳۹۰,۱,۳٬۳۵۵٬۰۰۰٬۰۰۰ تومان,۵۵٬۰۰۰٬۰۰۰ تومان,مسکن عظیم,۱,True,True,True,۲,تک‌برگ,,,"آسانسور,پارکینگ,انباری"
جنت‌آباد جنوبی,۱۱۳,۱۴۰۱,۲,۱۰٬۴۴۵٬۰۰۰٬۰۰۰ تومان,۹۲٬۴۳۴٬۰۰۰ تومان,املاک بزرگ آرتا,۴,True,True,True,,,,,
تهرانپارس شرقی,۳۸,۱۳۹۸,۱,۹۰۰٬۰۰۰٬۰۰۰ تومان,۲۳٬۶۸۴٬۰۰۰ تومان,,۲,,,True,,,,,
نواب,۶۴,۱۳۸۷,۲,۲٬۹۷۰٬۰۰۰٬۰۰۰ تومان,۴۶٬۴۰۶٬۰۰۰ تومان,,۱,,True,True,,,,,
اندیشه (شهر زیبا),۶۷,۱۴۰۱,۲,۱٬۹۳۰٬۰۰۰٬۰۰۰ تومان,۲۸٬۸۰۶٬۰۰۰ تومان,املاک بزرگ  پاییزان,۲,True,True,True,,تک‌برگ,,,"آسانسور,پارکینگ"
میرداماد,۱۱۵,۱۳۸۵,۲,۱۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۱۳٬۰۴۳٬۰۰۰ تومان,گروه مشاورین رایزن سازه خانه شما,۱,True,True,True,,,,,"آسانسور,پارکینگ,انباری"
الهیه,۳۶۶,۱۳۸۵,۴,۶۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۷۷٬۵۹۶٬۰۰۰ تومان,کلاسیک,۵ از ۵,True,True,True,۱,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی"
چیتگر,۱۱۵,۱۴۰۲,۲,۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۵۲٬۱۷۴٬۰۰۰ تومان,,۹,True,,,,,,,
تهرانپارس غربی,,,,۲۷٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱۶۳٬۶۹۰٬۰۰۰ تومان,,,,,,,,,,
اندیشه (شهر زیبا),۵۰,۱۳۹۹,۱,۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲۰٬۰۰۰٬۰۰۰ تومان,دیوار,۳,,True,True,,,,,"آسانسور ندارد,پارکینگ,انباری,بالکن ندارد,جنس کف سرامیک"
مبارک‌آباد بهشتی,۱۳۵,۱۴۰۱,۲,۳٬۹۱۵٬۰۰۰٬۰۰۰ تومان,۲۹٬۰۰۰٬۰۰۰ تومان,🔵(نیایش)(کهریزک در شهرری)🔵 باقرشهر،تهران،ری,۳,True,True,True,,,,,
شهرک پرواز,۷۹,۱۳۷۹,۲,۵٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۶۸٬۳۵۴٬۰۰۰ تومان,دفتر املاک مان,۳ از ۴,,True,True,۲,تک‌برگ,جنوبی,بازسازی شده,"آسانسور ندارد,پارکینگ,انباری,بالکن,جنس کف پارکت لمینت,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
فلاح,۵۸,۱۴۰۰,۱,۳٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۵۸٬۶۲۱٬۰۰۰ تومان,املاک سروین,۱ از ۵,True,True,True,۱,تک‌برگ,,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی,سرمایش کولر آبی,گرمایش شوفاژ"
دکتر هوشیار,۵۱,۱۳۹۴,۱,۳٬۱۰۰٬۰۰۰٬۰۰۰ تومان,۶۰٬۷۸۴٬۰۰۰ تومان,مسکن پدیده دامپزشکی,۱ از ۵,True,,True,۲,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ ندارد,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
سلسبیل,۳۶,۱۳۷۸,۱,۱٬۶۶۰٬۰۰۰٬۰۰۰ تومان,۴۶٬۱۱۱٬۰۰۰ تومان,گروه مشاورین املاک سران شعبه ٢,۱,True,,True,,,,,
پاسداران,۱۱۸,۱۳۹۵,۲,۱۳٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۱۱۶٬۹۴۹٬۰۰۰ تومان,شایگان,۵,True,True,True,,,,,
گمرک,۷۱,۱۳۹۷,۲,۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۴۲٬۲۵۴٬۰۰۰ تومان,املاک سروین,۲,True,True,True,,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
شهرک راه‌آهن,۱۸۰,۱۴۰۲,۳,۲۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۲۷٬۷۷۸٬۰۰۰ تومان,شاهان,۳,True,True,True,,,,,
