district_name,real_estate_type,real_estate_area,total_rooms,number_of_parking,real_estate_age,price,facilities,floor
ایران,آپارتمان,81,2,1,21,4350000000,"آسانسور,انباری",2
افسریه,آپارتمان,70,2,0,1,4100000000,"آسانسور,انباری",2
مشیریه,آپارتمان,58,1,0,17,2600000000,"آسانسور,انباری",1
آپادانا,آپارتمان,122,2,1,20,12500000000,"آسانسور,انباری",2
فلاح,آپارتمان,115,2,1,0,7360000000,"آسانسور,انباری",2
تولید دارو,آپارتمان,42,1,1,10,2430000000,"آسانسور,انباری",1
دردشت,آپارتمان,97,2,1,5,8200000000,"آسانسور,انباری",2
نعمت آباد,آپارتمان,61,1,1,7,5000000000,"آسانسور,انباری",1
سبلان,آپارتمان,45,1,1,11,3300000000,"آسانسور,انباری",1
بهارستان,آپارتمان,105,2,1,2,2310000000,"آسانسور,انباری",2
پلیس,آپارتمان,81,2,1,30,7300000000,"آسانسور,انباری",2
حشمتیه,آپارتمان,63,2,1,0,5000000000,"آسانسور,انباری",2
حشمتیه,آپارتمان,50,1,0,19,2500000000,"آسانسور,انباری",
هفت چنار,آپارتمان,54,1,1,14,2200000000,"آسانسور,انباری",1
آپادانا,آپارتمان,200,3,1,1,33000000000,"آسانسور,انباری",3
بهار,آپارتمان,104,2,1,22,6050000000,"آسانسور,انباری",2
جی,آپارتمان,46,1,1,19,2300000000,"آسانسور,انباری",1
سبلان,آپارتمان,56,1,1,5,3650000000,"آسانسور,انباری",1
پیروزی,آپارتمان,110,3,0,26,6500000000,"آسانسور,انباری",3
پلیس,آپارتمان,125,3,1,1,14300000000,"آسانسور,انباری",3
قیام,آپارتمان,74,2,1,4,3450000000,"آسانسور,انباری",2
اباذر,آپارتمان,50,2,1,17,5500000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,اعلام حریق,اطفا حریق,پارکینگ مهمان,نورپردازی",2
ایران,آپارتمان,62,1,1,2,4400000000,"آسانسور,انباری",1
زهتابی,آپارتمان,54,1,1,10,2200000000,"آسانسور,انباری",1
سر آسیاب دولاب,آپارتمان,36,1,1,17,2450000000,"آسانسور,انباری",1
ابوذر,آپارتمان,63,2,1,19,3980000000,"آسانسور,انباری",2
مینا,آپارتمان,54,1,0,18,2990000000,"آسانسور,انباری",
هفده شهریور,آپارتمان,55,1,1,12,2300000000,"آسانسور,انباری",1
صد دستگاه,آپارتمان,162,3,1,0,12636000000,"آسانسور,انباری",3
نعمت آباد,آپارتمان,58,1,0,9,4800000000,"آسانسور,انباری",1
مسعودیه,آپارتمان,86,2,0,16,1111111111,"آسانسور,انباری",2
جوادیه,آپارتمان,51,1,1,4,2295000000,"آسانسور,انباری",1
کیانشهر,آپارتمان,89,2,1,7,4900000000,"آسانسور,انباری",2
علی آباد,آپارتمان,60,1,1,6,2700000000,"آسانسور,انباری",1
خاوران,آپارتمان,68,2,1,5,2710000000,"آسانسور,انباری",2
علی آباد,آپارتمان,70,2,1,19,3100000000,"آسانسور,انباری",2
نارمک,آپارتمان,90,3,1,20,8200000000,"آسانسور,انباری",3
خانی آباد,آپارتمان,67,2,0,14,2670000000,"آسانسور,انباری",2
امامزاده حسن(ع),آپارتمان,85,2,1,5,4500000000,"آسانسور,انباری",2
دردشت,آپارتمان,61,1,1,12,5100000000,"آسانسور,انباری",1
یاخچی آباد و چهارصد دستگاه,آپارتمان,57,1,1,2,3135000000,"آسانسور,انباری",1
حشمتیه,آپارتمان,50,1,0,3,5600000000,"آسانسور,انباری",1
خیابان گرگان,آپارتمان,50,1,1,18,3250000000,"آسانسور,انباری",1
خلیج فارس,آپارتمان,63,1,0,9,2961000000,"آسانسور,انباری",1
یوسف آباد,آپارتمان,65,1,0,0,10400000000,"آسانسور,انباری,بالکن",1
نعمت آباد,آپارتمان,92,2,1,8,3339600000,"آسانسور,انباری",2
خیابان گرگان,آپارتمان,80,2,1,8,5700000000,"آسانسور,انباری",2
نظام آباد,آپارتمان,150,,0,1401,3750000000,"آسانسور,انباری",
جوانمرد قصاب,آپارتمان,54,1,1,17,2100000000,"آسانسور,انباری",1
نعمت آباد,آپارتمان,90,2,0,0,2100000000,"آسانسور,انباری",2
یافت آباد,آپارتمان,54,1,0,22,1400000000,"آسانسور,انباری",
شهرک آزادی,آپارتمان,81,2,1,1,6750000000,"آسانسور,انباری",2
یاخچی آباد و چهارصد دستگاه,آپارتمان,136,3,1,4,8840000000,"آسانسور,انباری",3
نارمک منطقه 4,آپارتمان,67,1,1,24,4500000000,"آسانسور,انباری",1
کارگر شمالی,آپارتمان,53,1,1,13,3400000000,"آسانسور,انباری",1
گمرک,آپارتمان,55,1,1,9,2200000000,"آسانسور,انباری",1
اسکندری,آپارتمان,60,1,1,5,3950000000,"آسانسور,انباری",1
جمهوری,آپارتمان,120,2,1,0,8000000000,"آسانسور,انباری",2
وحیدیه,آپارتمان,37,1,0,5,2300000000,"آسانسور,انباری",1
دولت اباد,آپارتمان,60,1,1,16,3500000000,"آسانسور,انباری",1
دولت اباد,آپارتمان,177,4,1,4,9000000000,"آسانسور,انباری",4
سازمان برنامه شمالی,آپارتمان,80,1,1,17,6100000000,"آسانسور,انباری,بالکن,اعلام حریق,اطفا حریق",1
شهرک آزادی,آپارتمان,59,1,1,2,5000000000,"آسانسور,انباری",1
چهارصد دستگاه,آپارتمان,150,3,1,3,11250000000,"آسانسور,انباری",3
افسریه,آپارتمان,78,2,0,14,3320000000,"آسانسور,انباری",2
نازی آباد,آپارتمان,64,2,0,16,3200000000,"آسانسور,انباری",2
هاشم آباد,آپارتمان,40,1,0,19,1580000000,"آسانسور,انباری",1
فلاح,آپارتمان,65,1,0,12,2100000000,"آسانسور,انباری",1
امیریه,آپارتمان,84,2,1,0,600000000,"آسانسور,انباری",2
خلیج فارس,آپارتمان,68,2,1,9,2900000000,"آسانسور,انباری",2
بهار,آپارتمان,61,1,1,1,8200000000,"آسانسور,انباری",1
جوانمرد قصاب,آپارتمان,56,1,0,17,2300000000,"آسانسور,انباری",1
کارگر شمالی,آپارتمان,125,3,0,31,7650000000,"آسانسور,انباری",3
ایران,آپارتمان,103,2,1,2,6750000000,"آسانسور,انباری",2
یافت آباد,آپارتمان,80,2,1,14,2900000000,"آسانسور,انباری",
جی,آپارتمان,52,1,1,8,2600000000,"آسانسور,انباری",1
زرگنده,آپارتمان,155,3,1,0,4650000000,"آسانسور,انباری",3
منیریه,آپارتمان,113,2,1,4,9700000000,"آسانسور,انباری",2
مخصوص,آپارتمان,59,1,0,7,2050000000,"آسانسور,انباری",1
سر آسیاب دولاب,آپارتمان,51,1,0,2,2700000000,"آسانسور,انباری",1
فردوسی,آپارتمان,70,2,1,8,5100000000,"آسانسور,انباری",2
بازار,آپارتمان,80,1,1,1401,3500000000,"آسانسور,انباری",
مینا,آپارتمان,43,1,1,15,2250000000,"آسانسور,انباری",1
نارمک,آپارتمان,105,2,1,16,8930000000,"آسانسور,انباری",2
کیانشهر,آپارتمان,125,2,1,4,6600000000,"آسانسور,انباری",2
جوانمرد قصاب,آپارتمان,80,2,1,0,4000000000,"آسانسور,انباری",2
علی آباد,آپارتمان,50,1,1,13,3000000000,"آسانسور,انباری",1
صد دستگاه,آپارتمان,52,1,0,8,3590000000,"آسانسور,انباری",1
فلاح,آپارتمان,55,1,0,11,2550000000,"آسانسور,انباری",1
شادآباد,آپارتمان,59,1,1,5,2550000000,"آسانسور,انباری",1
نازی آباد,آپارتمان,130,3,1,0,9200000000,"آسانسور,انباری",3
شهرک ولیعصر,آپارتمان,45,1,1,17,2070000000,"آسانسور,انباری",1
مولوی,آپارتمان,44,1,1,10,1500000000,"آسانسور,انباری",1
یافت آباد,آپارتمان,48,1,1,5,2260000000,"آسانسور,انباری",1
مینا,آپارتمان,76,2,1,20,3800000000,"آسانسور,انباری",2
امیریه,آپارتمان,46,1,0,17,1860000000,"آسانسور,انباری",1
صد دستگاه,آپارتمان,75,2,1,18,4800000000,"آسانسور,انباری",2
خاوران,آپارتمان,47,1,1,8,1695000000,"آسانسور,انباری",1
محله,آپارتمان,85,2,1,0,4200000000,"آسانسور,انباری",2
هاشم آباد,آپارتمان,52,1,0,9,2150000000,"آسانسور,انباری",1
هفت چنار,آپارتمان,47,1,0,12,2200000000,"آسانسور,انباری",1
میرداماد,آپارتمان,210,3,1,26,26000000000,"آسانسور,انباری,اتاق مستر",3
شهرک هما,آپارتمان,101,2,1,11,11950000000,"آسانسور,انباری,بالکن,لابی,پارکینگ مهمان,جاروبرقی مرکزی",2
پلیس,آپارتمان,105,2,1,0,11350000000,"آسانسور,انباری",2
ظفر,آپارتمان,130,2,1,0,26000000000,"آسانسور,انباری,سرایداری,لابی,اتاق مستر",2
خیابان گرگان,آپارتمان,80,2,1,5,5700000000,"آسانسور,انباری",2
نظام آباد,آپارتمان,36,1,0,14,2180000000,"آسانسور,انباری",1
فردوسی,آپارتمان,90,2,1,6,8500000000,"آسانسور,انباری",2
عبدل آباد,آپارتمان,42,1,1,12,2300000000,"آسانسور,انباری",1
نارمک منطقه 4,آپارتمان,71,2,1,12,5400000000,"آسانسور,انباری",2
پیروزی,آپارتمان,77,2,0,20,5150000000,"آسانسور,انباری",
وحیدیه,آپارتمان,43,1,0,11,2500000000,"آسانسور,انباری",1
سبلان,آپارتمان,46,1,0,8,2600000000,"آسانسور,انباری",1
شادآباد,آپارتمان,65,1,1,11,2990000000,"آسانسور,انباری",1
یافت آباد,آپارتمان,72,1,1,6,3050000000,"آسانسور,انباری",1
دولت اباد,آپارتمان,66,1,0,5,4250000000,"آسانسور,انباری",1
مدائن,آپارتمان,53,1,0,22,4500000000,"آسانسور,انباری",1
دروس,آپارتمان,110,2,1,0,18700000000,"آسانسور,انباری,بالکن,سرایداری",
نظام آباد,آپارتمان,48,1,0,22,2550000000,"آسانسور,انباری",1
شهرک دریا,آپارتمان,143,3,1,15,10519000000,"آسانسور,انباری",3
آپادانا,آپارتمان,116,2,1,7,13500000000,"آسانسور,انباری",2
نارمک منطقه 4,آپارتمان,72,2,1,3,6500000000,"آسانسور,انباری",2
اسکندری,آپارتمان,49,1,0,18,2850000000,"آسانسور,انباری",1
امیریه,آپارتمان,50,1,0,14,2800000000,"آسانسور,انباری",1
عبدل آباد,آپارتمان,85,2,1,4,2000000000,"آسانسور,انباری",2
گمرک,آپارتمان,45,1,0,20,2350000000,"آسانسور,انباری",
منیریه,آپارتمان,61,1,1,1,4830000000,"آسانسور,انباری",1
کارگر شمالی,آپارتمان,60,2,0,22,1800000000,"آسانسور,انباری",
شیخ هادی,آپارتمان,105,,0,1399,5100000000,"آسانسور,انباری",
بهارستان,آپارتمان,95,2,1,4,6900000000,"آسانسور,انباری",2
جمهوری,آپارتمان,104,2,1,2,8200000000,"آسانسور,انباری",2
بهارستان,آپارتمان,136,3,1,27,10000000000,"آسانسور,انباری",3
ایران,آپارتمان,86,2,1,0,6750000000,"آسانسور,انباری",2
کارگر شمالی,آپارتمان,90,2,1,17,6500000000,"آسانسور,انباری",2
قیام,آپارتمان,72,2,0,10,3000000000,"آسانسور,انباری",2
مینا,آپارتمان,47,1,0,19,2450000000,"آسانسور,انباری",1
گمرک,آپارتمان,71,2,0,8,3070000000,"آسانسور,انباری",2
افسریه,آپارتمان,65,2,1,17,3300000000,"آسانسور,انباری",2
ابوذر,آپارتمان,63,1,0,20,3150000000,"آسانسور,انباری",1
سر آسیاب دولاب,آپارتمان,85,2,0,27,2950000000,"آسانسور,انباری",
مشیریه,آپارتمان,56,1,0,11,2470000000,"آسانسور,انباری",1
جوادیه,آپارتمان,82,2,1,14,3279000000,"آسانسور,انباری",2
شهرک بروجردی,آپارتمان,105,2,0,17,3900000000,"آسانسور,انباری",2
امامزاده حسن(ع),آپارتمان,33,1,1,10,1995000000,"آسانسور,انباری",1
علی آباد,آپارتمان,78,2,1,6,3680000000,"آسانسور,انباری",2
فلاح,آپارتمان,60,1,0,17,2380000000,"آسانسور,انباری",1
زمزم,آپارتمان,61,1,0,5,2800000000,"آسانسور,انباری",1
اسکندری,آپارتمان,89,2,1,0,9400000000,"آسانسور,انباری",2
نازی آباد,آپارتمان,105,2,1,2,7850000000,"آسانسور,انباری",2
اسکندری,آپارتمان,27,1,0,22,1730000000,"آسانسور,انباری",1
حر,آپارتمان,64,2,1,6,4000000000,"آسانسور,انباری",2
نارمک منطقه 4,آپارتمان,58,1,1,10,4550000000,"آسانسور,انباری",1
بهارستان,آپارتمان,67,1,0,31,3350000000,"آسانسور,انباری",1
مخصوص,آپارتمان,68,2,0,19,3820000000,"آسانسور,انباری",2
فردوسی,آپارتمان,77,2,1,20,4500000000,"آسانسور,انباری",2
هفده شهریور,آپارتمان,89,2,1,13,3200000000,"آسانسور,انباری",2
صد دستگاه,آپارتمان,82,2,0,16,5000000000,"آسانسور,انباری",2
اتابک,آپارتمان,72,2,1,0,3000000000,"آسانسور,انباری",2
حشمتیه,آپارتمان,70,2,1,0,7000000000,"آسانسور,انباری",2
ونک,آپارتمان,132,2,1,32,12500000000,"انباری,بالکن",2
میرداماد,آپارتمان,125,3,1,18,17000000000,"آسانسور,لابی",3
پیروزی,آپارتمان,50,1,0,5,3300000000,"آسانسور,انباری",1
آپادانا,آپارتمان,118,2,1,0,16500000000,"آسانسور,انباری",2
خیابان گرگان,آپارتمان,46,1,0,27,3000000000,"آسانسور,انباری",1
وحیدیه,آپارتمان,60,1,1,17,3000000000,"آسانسور,انباری",1
چهارصد دستگاه,آپارتمان,60,1,1,10,3450000000,"آسانسور,انباری",1
مدائن,آپارتمان,82,2,0,15,6800000000,"آسانسور,انباری",2
